FuelCode,Price,IsAvailable,FuelOutletIdentifier,OutletName,Address,Postcode,Suburb,FuelBrandIdentifier,Longitude,Latitude,BrandIdentifier,BrandName,collection_datetime,collection_date
DL,250.00,True,08720211,Maryvale Store,Old South Road,0872,Maryvale,PM,134.072466,-24.667734,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,250.00,True,08720211,Maryvale Store,Old South Road,0872,Maryvale,PM,134.072466,-24.667734,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,209.90,True,08220212,BP Darwin Truckstop,13 Distribution Drive,0822,Wishart,BP,130.941972,-12.457972,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,193.90,True,08220212,BP Darwin Truckstop,13 Distribution Drive,0822,Wishart,BP,130.941972,-12.457972,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
PD,212.90,True,08220212,BP Darwin Truckstop,13 Distribution Drive,0822,Wishart,BP,130.941972,-12.457972,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
U91,181.90,True,08220212,BP Darwin Truckstop,13 Distribution Drive,0822,Wishart,BP,130.941972,-12.457972,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,260.00,True,08720213,Ross River Resort,7829 Ross Highway,0872,Hale,PM,134.493035,-23.593343,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,260.00,True,08720213,Ross River Resort,7829 Ross Highway,0872,Hale,PM,134.493035,-23.593343,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,209.90,True,08380214,Puma Berry Springs,795 Cox Peninsula Road,0838,Berry Springs,PM,131.015543,-12.701106,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,196.90,True,08380214,Puma Berry Springs,795 Cox Peninsula Road,0838,Berry Springs,PM,131.015543,-12.701106,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,228.90,True,08380214,Puma Berry Springs,795 Cox Peninsula Road,0838,Berry Springs,PM,131.015543,-12.701106,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,182.90,True,08380214,Puma Berry Springs,795 Cox Peninsula Road,0838,Berry Springs,PM,131.015543,-12.701106,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,250.00,True,08720215,MacDonald Downs Store,Plenty Highway,0872,Harts Range,IV,135.036634,-22.612895,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
U91,250.00,True,08720215,MacDonald Downs Store,Plenty Highway,0872,Harts Range,IV,135.036634,-22.612895,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
DL,280.00,True,08720216,Redgum Store,1 Redgum Road,0872,via Arlparra,IV,134.970824,-22.262279,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
LAF,260.00,True,08720216,Redgum Store,1 Redgum Road,0872,via Arlparra,IV,134.970824,-22.262279,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08300217,FuelXpress Palmerston,Cnr Roystonea Avenue & Temple Terrace,0830,Palmerston,FX,130.98852,-12.478572,FX,FuelXpress,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08300217,FuelXpress Palmerston,Cnr Roystonea Avenue & Temple Terrace,0830,Palmerston,FX,130.98852,-12.478572,FX,FuelXpress,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08300217,FuelXpress Palmerston,Cnr Roystonea Avenue & Temple Terrace,0830,Palmerston,FX,130.98852,-12.478572,FX,FuelXpress,2023-05-11 14:00:17.473315,2023-05-11
PD,206.50,True,08300217,FuelXpress Palmerston,Cnr Roystonea Avenue & Temple Terrace,0830,Palmerston,FX,130.98852,-12.478572,FX,FuelXpress,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08300217,FuelXpress Palmerston,Cnr Roystonea Avenue & Temple Terrace,0830,Palmerston,FX,130.98852,-12.478572,FX,FuelXpress,2023-05-11 14:00:17.473315,2023-05-11
DL,197.80,True,08600218,Refuel Australia Tennant Creek,25 Standley Street,0860,Tennant Creek,AM,134.185093,-19.654691,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,218.90,True,08220219,The Bark Hut Inn,3737 Arnhem Highway,0822,Mount Bundey,BP,131.67569,-12.9001,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,208.90,True,08220219,The Bark Hut Inn,3737 Arnhem Highway,0822,Mount Bundey,BP,131.67569,-12.9001,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
U91,197.90,True,08220219,The Bark Hut Inn,3737 Arnhem Highway,0822,Mount Bundey,BP,131.67569,-12.9001,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,335.00,True,08220221,Buthan Store,"Lot 558, Elcho Island",0822,Elcho Island,PM,135.57542,-12.02066,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,207.50,True,08100222,BP Coconut Grove,331 Bagot Road,0810,Coconut Grove,BP,130.85574,-12.394908,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,195.50,True,08100222,BP Coconut Grove,331 Bagot Road,0810,Coconut Grove,BP,130.85574,-12.394908,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P98,222.50,True,08100222,BP Coconut Grove,331 Bagot Road,0810,Coconut Grove,BP,130.85574,-12.394908,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08100222,BP Coconut Grove,331 Bagot Road,0810,Coconut Grove,BP,130.85574,-12.394908,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,300.00,True,08540223,Lorella Springs,"PL 757 Portion 1333, Savannah Way, via Borroloola NT 0854",0852,McArthur,IN,135.640308,-15.721022,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
U91,350.00,True,08540223,Lorella Springs,"PL 757 Portion 1333, Savannah Way, via Borroloola NT 0854",0852,McArthur,IN,135.640308,-15.721022,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,250.00,True,08720224,Bonya Store,"Lot 32, Bonya Community ",0872,Anatye,IV,136.169381,-22.789573,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
LAF,250.00,True,08720224,Bonya Store,"Lot 32, Bonya Community ",0872,Anatye,IV,136.169381,-22.789573,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
DL,275.00,True,08720225,Engawala Store,"Lot 35, Webb Street",0872,ENGAWALA,PM,134.454302,-22.803378,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,275.00,True,08720225,Engawala Store,"Lot 35, Webb Street",0872,ENGAWALA,PM,134.454302,-22.803378,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,258.00,True,08620226,Renner Springs Desert Inn (BP Fuel),9047 Stuart Highway - 24 Hours,0862,Renner Springs,BP,133.79596,-18.3186,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,194.80,True,08700227,Refuel Australia Stuarts Well,8824-8844 Stuart Highway,0870,Stuarts Well,AM,133.459558,-24.338779,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,188.90,True,08700228,Alice Springs OPT,4 Dowdy Court,0870,Ciccone,IN,133.86375,-23.69296,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,209.90,True,08700229,Mogas Alice Springs Airport OPT,462 Davis Drive,0870,Alice Springs,MO,133.901217,-23.800427,MO,Mogas,2023-05-11 14:00:17.473315,2023-05-11
LAF,199.90,True,08700229,Mogas Alice Springs Airport OPT,462 Davis Drive,0870,Alice Springs,MO,133.901217,-23.800427,MO,Mogas,2023-05-11 14:00:17.473315,2023-05-11
