address,lat,long,convenient
"74 Forth Road, Turners Beach TAS 7315",-41.1688376,146.2308572,True
"122-124 Scamander Avenue, SCAMANDER TAS 7215",-41.4540776,148.2632037,True
"4840 Huon Highway, GEEVESTON TAS 7116",-43.1649399,146.9261533,True
"5 Main Road, Huonville TAS 7109",-43.0323113,147.0470996,True
"2243 Channel Highway, Snug TAS 7054",-43.065187,147.2545112,True
"200 Main Road , Moonah TAS 7009",-42.8408911,147.2902637,False
"42 South Arm Road, Rokeby TAS 7019",-42.9014164,147.4464065,True
"708 Main Road, Claremont TAS 7011",-42.8018709,147.2543439,True
"Cnr Montagu & Burnett Streets, New Norfolk TAS 7140",-42.779245,147.06143,True
"3001 Midland Hwy, Kempton TAS 7030",-42.512086,147.1884415,True
"101 Augusta Road, Lenah Valley TAS 7008",-42.8655207,147.2968076,False
"86-96 Wellington Street, Launceston TAS 7250",-41.443077,147.138069,True
"6 Franklin Street, Swansea TAS 7190",-42.1250734,148.077707,True
"66 Regent Street, Sandy Bay TAS 7005",-42.8971585,147.323381,True
"36 Franklin Street, Swansea TAS 7190",-42.1232779,148.0741116,True
"494 Main Road, Montrose TAS 7010",-42.8258365,147.2657479,True
"1576 Ridgley Highway, Highclere TAS 7321",-41.1920741,145.8053715,True
"60 Sorell Street, Chudleigh TAS 7304",-41.5570917,146.4808594,True
"5 Station Road, Dover TAS 7117",-43.3120185,147.0167088,True
"41 Main Street, St. Marys TAS 7215",-41.5786152,148.1878919,True
"60 Carlton Beach Road , Dodges Ferry TAS 7173",-42.8581297,147.616764,False
"34 Wyndham Road, Claremont TAS 7011",-42.7896726,147.2465915,True
"4 Golconda Road, Lilydale TAS 7268",-41.248798,147.218158,True
"668 Main Road, Forth TAS 7310",-41.1893009,146.2499114,True
"47 Main Street, Ringarooma TAS 7263",-41.2419108,147.739909,False
"34 Tasman Highway, Triabunna TAS 7190",-42.5007562,147.9188227,True
"254 Batman Highway, Sidmouth TAS 7270",-41.2224714,146.8881984,True
"167-169 Cambridge Street, West Launceston TAS 7250",-41.4618432,147.1326733,False
"625 Main Road, Berriedale TAS 7011",-42.8155514,147.2561693,True
"1-3 Lewis Avenue, Seven Mile Beach TAS 7170",-42.8612962,147.50534,False
"2938 Channel Hwy, Kettering TAS 7155",-43.1237637,147.2452156,True
"345 Westbury Road, Prospect Vale TAS 7250",-41.4820311,147.1265607,True
"70 Goldie Street, Smithton TAS 7330",-40.8425152,145.1258652,False
"6023 High Street, Buckland TAS 7190",-42.6074757,147.7194962,True
"138-140 Main Rd, Moonah TAS 7009",-42.84477,147.29325,False
"Cnr Scotts & Greenpoint Roads, BRIDGEWATER TAS 7030",-42.7394997,147.244232,True
"Evandale Road and Translink Ave S, Breadalbane TAS 7258",-41.5369161,147.1934275,True
"135 Invermay, Invermay TAS 7248",-41.424033,147.136213,True
"29 Bass Hwy, Deloraine TAS 7304",-41.524852,146.664088,True
"7 Arthur Street, ROSEBERY TAS 7470",-41.778466,145.537088,True
"10b Bangalee Street, Lauderdale TAS 7021",-42.9083654,147.4899028,True
"24 Joyce Street, Burnie TAS 7320",-41.0625045,145.896431,True
"2 Charlton Street, Cygnet TAS 7112",-43.1635085,147.0799709,True
"414 Huon Road, South Hobart TAS 7004",-42.8986727,147.3022755,True
"138 Emu Bay Road , Deloraine  TAS 7304",-41.5218759,146.6443909,True
"26-28 Foster Street, Railton TAS 7305",-41.3463891,146.4216822,True
"45 Meander Valley Road, Carrick TAS 7291",-41.5317578,147.0090264,True
"71 Main Street, Bridport TAS 7262",-41.0041706,147.3945714,False
"96 Lewisham Scenic Drive, Lewisham TAS 7173",-42.8290538,147.6074909,False
"42 Sugarloaf Road, Risdon Vale TAS 7016",-42.8133779,147.3515764,False
"8 Beach Road, Kingston Beach TAS 7050",-42.9815795,147.3234897,False
"295 Hobart Road, Youngtown TAS 7249",-41.4892145,147.16791,True
"U2/15 Esplanade, Coles Bay TAS 7215",-42.1226051,148.2836012,False
"2233 Arthur Highway, Copping TAS 7174",-42.8194331,147.8015479,True
"73 Reibey Street, Ulverstone TAS 7315",-41.1573289,146.1735688,True
"96A REEVE ST, CAMPANIA TAS 7026",-42.66172,147.4235237,True
"1023 RIDGLEY HWY, RIDGLEY TAS 7321",-41.1503515,145.8333656,True
"8777 HUON HWY, SOUTHPORT TAS 7109",-43.4246492,146.9744774,True
"3096 MARLBOROUGH RD, MIENA TAS 7030",-41.9808252,146.6762884,True
"46-48 FAULKNER RD, RAVENSWOOD TAS 7250",-41.4237153,147.1799574,False
"10 HEDLEY ST, SCOTTSDALE TAS 7260",-41.162285,147.5183976,True
"6959 ARTHUR HWY, PORT ARTHUR TAS 7182",-43.1398441,147.8511617,True
"170 GAWLER RD, GAWLER TAS 7315",-41.1831201,146.1595958,True
"23 ELIZABETH ST, BRACKNELL TAS 7302",-41.6493151,146.9390448,False
"33 MAIN RD, WIVENHOE TAS 7320",-41.0680916,145.9342931,True
"11 HENWOOD ST, LADY BARRON TAS 7255",-40.2087038,148.2434878,True
"8 CAVESIDE RD, MOLE CREEK TAS 7304",-41.5578824,146.4071371,True
"40 BRIGHTON RD, BRIGHTON TAS 7030",-42.7092186,147.248002,True
"30 CHAFFEY ST, GLADSTONE TAS 7264",-40.9600036,148.0100913,True
"575 PRIMROSE SANDS RD, PRIMROSE SANDS TAS 7173",-42.8933116,147.6714413,False
"10 CHIMNEY HEIGHTS RD, STIEGLITZ TAS 7216",-41.3252422,148.2967021,False
"116 CAMBRIDGE PARK DR, CAMBRIDGE TAS 7170",-42.8339147,147.4807342,True
"1 NETHERBY RD, CURRIE TAS 7256",-39.9324434,143.8515739,True
"40 ARTHURS LAKE RD, ARTHURS LAKE TAS 7030",-42.0013232,146.8546105,True
"6 VICARY ST, TRIABUNNA TAS 7190",-42.5084156,147.9115726,True
"1-11 WARRENS WAY, ST HELENS TAS 7216",-41.313397,148.2343527,True
"172 SHEFFIELD RD, SPREYTON TAS 7310",-41.2370676,146.3440494,True
"37 BRIDGE ST, RICHMOND TAS 7025",-42.7351599,147.437683,True
"54 TARLETON ST, EAST DEVONPORT TAS 7310",-41.1758428,146.3737014,True
"38 CHURCH ST, ROSS TAS 7209",-42.0303871,147.4916747,False
"55 HAMILTON RD, NEW NORFOLK TAS 7140",-42.7772943,147.0504861,True
"4057 CRADLE MOUNTAIN RD, CRADLE MOUNTAIN TAS 7306",-41.5969555,145.9307466,False
"3370 Lake Leake Hwy, Lake Leake TAS 7210",-42.03195,147.82931,True
"13490 Midlands Highway,  Epping Forest TAS 7211",-41.75935,147.35149,True
"25 WHARF RD, STANLEY TAS 7331",-40.7625421,145.2948895,True
"263 KENNEDY DR, CAMBRIDGE TAS 7170",-42.8312934,147.4859474,True
"11 SMITH ST, WARATAH TAS 7321",-41.4441037,145.532945,True
"1556 NUBEENA RD, NUBEENA TAS 7184",-43.0938633,147.7394911,True
"3 ROBERT ST, WHITEMARK TAS 7255",-40.1200307,148.0154478,False
"1573 GORDON RIVER RD, WESTERWAY TAS 7140",-42.6748864,146.7903409,True
"33 Main Street, Cressy TAS 7302",-41.68108,147.08176,True
"5 DOLERITE DR, KINGS MEADOWS TAS 7249",-41.4824264,147.1526761,True
"20 Burnett Street, New Norfolk TAS 7140",-42.78046,147.06206,True
"41 QUARRYTOWN RD, BAGDAD TAS 7030",-42.6321577,147.2227269,True
"183 MAIN ST, HUONVILLE TAS 7109",-43.0191338,147.0559717,True
"4 ARVE RD, GEEVESTON TAS 7116",-43.1631497,146.928997,True
"31 BOYLE ST, TRIABUNNA TAS 7190",-42.5108643,147.928972,False
"Esplanade, Triabunna TAS 7190",-42.50939,147.91569,False
"15488, Derwent Bridge TAS 7140",-42.13135,146.23274,True
"11 HOWRAH RD, HOWRAH TAS 7018",-42.8827564,147.4043777,True
"703 ARTHUR HWY, FORCETT TAS 7173",-42.8062036,147.6323767,True
"38 KALLISTA RD, MAYDENA TAS 7140",-42.7549495,146.6289934,True
"2-4 PIER RD, OPOSSUM BAY TAS 7023",-42.9940827,147.4027304,False
"1586 MURCHISON HWY, YOLLA TAS 7325",-41.1253055,145.7167763,True
